Unnamed: 0,firstColumn,secondColumn,ssimScore,hsvScore,averageScore,cnnScore
0,image002.png,image005.png,50.81047828154689,99.92241859436037,1.7,0.43726283
1,image004.png,image006.png,49.69042447654114,99.28761720657349,1.9,0.78475624
2,image005.png,image007.png,27.73455593037825,19.49531137943268,3.6,0.2645737
3,image006.png,image008.png,50.01919252344918,98.6302375793457,1.6,0.75900936
4,image007.png,image009.png,26.85956212202689,31.350743770599365,1.6,0.30793995
6,image009.png,image011.png,44.16813119205693,34.595343470573425,3.2,0.5911542
8,image011.png,image013.png,54.98096897986676,99.23418760299684,1.1,0.76402277
9,image012.png,image014.png,50.86347583810941,99.33406114578248,1.2,0.729516
10,image013.png,image015.png,37.33389927543577,84.37594175338745,2.2,0.58435
11,image014.png,image016.png,48.77709728417617,99.12302494049072,1.1,0.33177677
12,image015.png,image017.png,40.45360204610595,83.73923301696777,1.2,0.5197244
13,image016.png,image018.png,7.859144969274848,66.62943959236145,1.2,0.25419843
14,image017.png,image019.png,56.56742816331696,96.5429961681366,1.2,0.5113454
15,image018.png,image020.png,9.054960064333494,68.03377270698547,1.2,0.35185173
16,image019.png,image021.png,49.13947063038673,96.70119285583496,1.3,0.46576923
17,image020.png,image022.png,45.61993065066246,91.2617027759552,1.2,0.44939777
18,image021.png,image023.png,27.583595772915974,97.2265601158142,1.2,0.29353073
19,image022.png,image024.png,51.902910376358506,98.10059070587158,1.1,0.5222122
20,image023.png,image025.png,29.852897905415915,88.85173797607422,1.4,0.40861255
21,image024.png,image026.png,41.50617204029336,78.44622135162354,1.5,0.77336586
22,image025.png,image027.png,33.72846531863304,66.31362438201904,2.1,0.4123212
23,image026.png,image028.png,47.73955739765031,71.8521237373352,1.1,0.52007186
24,image027.png,image029.png,38.15596152288043,59.91928577423096,1.1,0.47859836
25,image028.png,image030.png,2.118400823910084,69.63635087013245,1.1,0.4192178
26,image029.png,image031.png,51.22123966336448,99.43013191223145,1.5,0.6362022
27,image030.png,image032.png,0.5395436013497563,67.95512437820435,1.3,0.31236959
28,image031.png,image033.png,50.52478640004544,76.45484805107117,1.0,0.45919603
29,image032.png,image034.png,53.226633840748896,69.09676790237427,1.1,0.78554857
30,image033.png,image035.png,47.12771679200302,73.0907678604126,3.2,0.7561672
31,image034.png,image036.png,55.56711513563404,98.81478548049928,3.1,0.5831888
32,image035.png,image037.png,42.83227595086389,95.47765254974364,1.0,0.4374643
33,image036.png,image038.png,46.48362011943389,87.54485845565796,1.0,0.5521276
34,image037.png,image039.png,46.33848774378948,99.04904365539552,1.1,0.5467492
35,image038.png,image040.png,45.9959933202413,87.58066892623901,1.1,0.37533146
36,image039.png,image041.png,52.63205012024632,78.70583534240723,1.1,0.48117074
37,image040.png,image042.png,61.52511717485042,99.36013221740724,1.1,0.5312784
38,image041.png,image043.png,58.87743693637872,79.13488149642944,1.0,0.5339484
39,image042.png,image044.png,57.87886190737845,99.8955249786377,1.1,0.75006497
40,image043.png,image045.png,0.0927960424289,68.05344820022583,1.2,0.5504868
41,image044.png,image047.png,6.223587128587341,67.98685789108276,1.3,0.35798985
42,image045.png,image048.png,0.8839418170997435,27.843862771987915,1.1,0.45250306
43,image047.png,image049.png,68.56248286325823,97.99989461898804,1.3,0.5384313
44,image048.png,image052.png,42.294575798127525,26.75057053565979,1.2,0.44567624
45,image049.png,image053.png,0.0084240371399557,67.69362092018127,1.1,0.5350571
46,image052.png,image054.png,39.87737350000811,46.41163349151611,1.2,0.4285876
47,image053.png,image055.png,45.061005122929416,71.71339392662048,1.2,0.5230094
48,image054.png,image056.png,31.38359899208557,53.53948473930359,1.1,0.43911582
49,image055.png,image057.png,14.640132293288705,71.19929790496826,1.2,0.2342377
50,image056.png,image058.png,40.64773910277346,74.78715181350708,1.0,0.5257025
51,image057.png,image059.png,14.90081407929318,58.91551971435547,1.0,0.31903937
52,image058.png,image060.png,37.89524477727857,84.25554633140564,1.1,0.42919606
53,image059.png,image061.png,46.96779047079498,91.16920232772829,1.1,0.42773277
54,image060.png,image062.png,44.99367360849569,75.40573477745056,1.2,0.37357455
55,image061.png,image063.png,40.1982137216119,84.26139950752258,1.1,0.43810567
56,image062.png,image064.png,51.77330878011232,24.33197498321533,2.2,0.48607174
57,image063.png,image065.png,41.94147146463828,79.98199462890625,2.4,0.45032662
58,image064.png,image066.png,33.35785771808574,27.8823584318161,1.1,0.40440843
59,image065.png,image067.png,26.105390685716408,91.86676740646362,1.3,0.41875103
60,image066.png,image068.png,25.373301912480457,95.52958607673644,1.1,0.48838413
61,image067.png,image069.png,27.955860935998185,99.6069073677063,2.1,0.49219957
62,image068.png,image070.png,25.16697934713179,98.42101335525513,1.9,0.50776637
63,image069.png,image071.png,34.216978599432814,99.63738918304443,2.2,0.41579595
64,image070.png,image072.png,25.334055150947727,97.37727642059326,2.1,0.35888642
65,image071.png,image073.png,33.128912340752095,98.13536405563354,1.1,0.5867927
66,image072.png,image074.png,40.31160152374106,99.48901534080504,1.2,0.6273452
67,image073.png,image075.png,29.701027420233185,98.65255951881409,1.2,0.54142386
68,image074.png,image076.png,24.89683556151818,76.71900987625122,1.8,0.44899222
69,image075.png,image077.png,46.27697991281356,98.56687784194946,1.0,0.7259224
70,image076.png,image078.png,24.93672103621844,77.1685004234314,1.0,0.5083002
71,image077.png,image079.png,24.85986314417159,77.28545665740967,1.1,0.29173338
72,image078.png,image080.png,38.358571982250325,48.53275418281555,1.0,0.60672665
73,image079.png,image081.png,31.87217979422877,73.15893173217773,1.0,0.28974685
74,image080.png,image082.png,36.41456820227009,47.99608588218689,1.0,0.39143258
76,image082.png,image085.png,57.50379832582411,99.88725185394289,1.1,0.771543
78,image085.png,image087.png,56.501614124536914,99.9189555644989,3.1,0.66815686
79,image086.png,image088.png,48.819591884925714,98.4143078327179,1.7,0.5845964
80,image087.png,image089.png,57.95271620850048,99.88225102424622,2.1,0.54210484
81,image088.png,image090.png,51.806083822842766,87.12751865386963,1.0,0.35745504
82,image089.png,image091.png,79.5001298729645,99.90561008453368,1.3,0.8684135
83,image090.png,image092.png,59.53027173682054,84.97625589370728,3.6,0.39721575
84,image091.png,image093.png,49.80590924624307,94.88909244537354,1.2,0.4195121
85,image092.png,image094.png,52.75339698205993,97.2469687461853,1.0,0.6210332
86,image093.png,image095.png,50.94252942454072,39.89587128162384,2.3,0.8367573
87,image094.png,image096.png,52.00952843546405,99.03074502944946,2.5,0.65025973
88,image095.png,image097.png,45.471274373797385,91.33684635162354,2.5,0.66851544
89,image096.png,image098.png,54.98445760622398,77.07713842391968,1.9,0.5114647
90,image097.png,image099.png,43.21659854975618,31.63713812828064,1.1,0.40393263
92,image099.png,image101.png,57.316225214657216,67.62837767601013,3.7,0.7102006
94,image101.png,image103.png,46.222569709920805,93.41609477996826,1.2,0.37171382
95,image102.png,image104.png,51.54194592526674,75.91025233268738,1.0,0.7595376
96,image103.png,image105.png,58.98043583888944,99.84489679336548,1.3,0.90932655
97,image104.png,image106.png,54.94727233250559,82.1297287940979,3.5,0.6839427
98,image105.png,image107.png,53.05771487728204,98.7952470779419,2.5,0.4291099
